store,store_type,date,hour,persona,passers,enters
零食店-长沙银杉路店,零食店,2026-04-20,2,中青年,12,0
零食店-长沙银杉路店,零食店,2026-04-20,2,上班族,9,0
零食店-长沙银杉路店,零食店,2026-04-20,2,学生,0,0
零食店-长沙银杉路店,零食店,2026-04-20,3,家庭主妇,2,0
零食店-长沙银杉路店,零食店,2026-04-20,3,退休老人,0,0
零食店-长沙银杉路店,零食店,2026-04-20,3,中青年,8,0
零食店-长沙银杉路店,零食店,2026-04-20,3,上班族,8,0
零食店-长沙银杉路店,零食店,2026-04-20,3,学生,0,0
零食店-长沙银杉路店,零食店,2026-04-20,4,家庭主妇,0,0
零食店-长沙银杉路店,零食店,2026-04-20,4,退休老人,0,0
零食店-长沙银杉路店,零食店,2026-04-20,4,中青年,9,0
零食店-长沙银杉路店,零食店,2026-04-20,4,上班族,0,0
零食店-长沙银杉路店,零食店,2026-04-20,4,学生,0,0
零食店-长沙银杉路店,零食店,2026-04-20,5,家庭主妇,5,0
零食店-长沙银杉路店,零食店,2026-04-20,5,退休老人,0,0
零食店-长沙银杉路店,零食店,2026-04-20,5,中青年,11,0
零食店-长沙银杉路店,零食店,2026-04-20,5,上班族,4,0
零食店-长沙银杉路店,零食店,2026-04-20,5,学生,0,0
零食店-长沙银杉路店,零食店,2026-04-20,6,家庭主妇,36,0
零食店-长沙银杉路店,零食店,2026-04-20,6,退休老人,0,0
零食店-长沙银杉路店,零食店,2026-04-20,6,中青年,61,0
零食店-长沙银杉路店,零食店,2026-04-20,6,上班族,21,0
零食店-长沙银杉路店,零食店,2026-04-20,6,学生,0,0
零食店-长沙银杉路店,零食店,2026-04-20,7,家庭主妇,37,1
零食店-长沙银杉路店,零食店,2026-04-20,7,退休老人,0,1
零食店-长沙银杉路店,零食店,2026-04-20,7,中青年,83,0
零食店-长沙银杉路店,零食店,2026-04-20,7,上班族,390,3
零食店-长沙银杉路店,零食店,2026-04-20,7,学生,0,0
零食店-长沙银杉路店,零食店,2026-04-20,8,家庭主妇,215,10
零食店-长沙银杉路店,零食店,2026-04-20,8,退休老人,5,2
零食店-长沙银杉路店,零食店,2026-04-20,8,中青年,187,3
零食店-长沙银杉路店,零食店,2026-04-20,8,上班族,388,16
零食店-长沙银杉路店,零食店,2026-04-20,8,学生,0,3
零食店-长沙银杉路店,零食店,2026-04-20,9,家庭主妇,89,10
零食店-长沙银杉路店,零食店,2026-04-20,9,退休老人,5,3
零食店-长沙银杉路店,零食店,2026-04-20,9,中青年,138,7
零食店-长沙银杉路店,零食店,2026-04-20,9,上班族,50,7
零食店-长沙银杉路店,零食店,2026-04-20,9,学生,0,2
零食店-长沙银杉路店,零食店,2026-04-20,10,家庭主妇,94,9
零食店-长沙银杉路店,零食店,2026-04-20,10,退休老人,0,2
零食店-长沙银杉路店,零食店,2026-04-20,10,中青年,107,5
零食店-长沙银杉路店,零食店,2026-04-20,10,上班族,53,2
零食店-长沙银杉路店,零食店,2026-04-20,10,学生,0,0
零食店-长沙银杉路店,零食店,2026-04-20,11,家庭主妇,30,3
零食店-长沙银杉路店,零食店,2026-04-20,11,退休老人,2,1
零食店-长沙银杉路店,零食店,2026-04-20,11,中青年,55,1
零食店-长沙银杉路店,零食店,2026-04-20,11,上班族,94,6
零食店-长沙银杉路店,零食店,2026-04-20,11,学生,0,0
零食店-长沙银杉路店,零食店,2026-04-20,12,家庭主妇,12,4
零食店-长沙银杉路店,零食店,2026-04-20,12,退休老人,0,1
零食店-长沙银杉路店,零食店,2026-04-20,12,中青年,21,2
零食店-长沙银杉路店,零食店,2026-04-20,12,上班族,103,10
零食店-长沙银杉路店,零食店,2026-04-20,12,学生,0,0
零食店-长沙银杉路店,零食店,2026-04-20,13,家庭主妇,73,3
零食店-长沙银杉路店,零食店,2026-04-20,13,退休老人,0,2
零食店-长沙银杉路店,零食店,2026-04-20,13,中青年,90,6
零食店-长沙银杉路店,零食店,2026-04-20,13,上班族,60,6
零食店-长沙银杉路店,零食店,2026-04-20,13,学生,0,2
零食店-长沙银杉路店,零食店,2026-04-20,14,家庭主妇,82,1
零食店-长沙银杉路店,零食店,2026-04-20,14,退休老人,0,0
零食店-长沙银杉路店,零食店,2026-04-20,14,中青年,70,1
零食店-长沙银杉路店,零食店,2026-04-20,14,上班族,30,1
零食店-长沙银杉路店,零食店,2026-04-20,14,学生,2,0
零食店-长沙银杉路店,零食店,2026-04-20,15,家庭主妇,64,0
零食店-长沙银杉路店,零食店,2026-04-20,15,退休老人,0,0
零食店-长沙银杉路店,零食店,2026-04-20,15,中青年,88,0
零食店-长沙银杉路店,零食店,2026-04-20,15,上班族,43,0
零食店-长沙银杉路店,零食店,2026-04-20,15,学生,0,0
零食店-长沙银杉路店,零食店,2026-04-20,16,家庭主妇,83,0
零食店-长沙银杉路店,零食店,2026-04-20,16,退休老人,0,0
零食店-长沙银杉路店,零食店,2026-04-20,16,中青年,73,0
零食店-长沙银杉路店,零食店,2026-04-20,16,上班族,34,0
零食店-长沙银杉路店,零食店,2026-04-20,16,学生,0,0
零食店-长沙银杉路店,零食店,2026-04-20,17,家庭主妇,56,9
零食店-长沙银杉路店,零食店,2026-04-20,17,退休老人,0,2
零食店-长沙银杉路店,零食店,2026-04-20,17,中青年,51,4
零食店-长沙银杉路店,零食店,2026-04-20,17,上班族,215,10
零食店-长沙银杉路店,零食店,2026-04-20,17,学生,0,6
零食店-长沙银杉路店,零食店,2026-04-20,18,家庭主妇,48,5
零食店-长沙银杉路店,零食店,2026-04-20,18,退休老人,1,0
零食店-长沙银杉路店,零食店,2026-04-20,18,中青年,26,4
零食店-长沙银杉路店,零食店,2026-04-20,18,上班族,273,26
零食店-长沙银杉路店,零食店,2026-04-20,18,学生,0,11
零食店-长沙银杉路店,零食店,2026-04-20,19,家庭主妇,105,13
零食店-长沙银杉路店,零食店,2026-04-20,19,退休老人,3,2
零食店-长沙银杉路店,零食店,2026-04-20,19,中青年,84,19
零食店-长沙银杉路店,零食店,2026-04-20,19,上班族,53,9
零食店-长沙银杉路店,零食店,2026-04-20,19,学生,4,6
零食店-长沙银杉路店,零食店,2026-04-20,20,家庭主妇,47,9
零食店-长沙银杉路店,零食店,2026-04-20,20,退休老人,0,1
零食店-长沙银杉路店,零食店,2026-04-20,20,中青年,50,9
零食店-长沙银杉路店,零食店,2026-04-20,20,上班族,33,6
零食店-长沙银杉路店,零食店,2026-04-20,20,学生,3,7
零食店-长沙银杉路店,零食店,2026-04-20,21,家庭主妇,49,6
零食店-长沙银杉路店,零食店,2026-04-20,21,退休老人,0,1
零食店-长沙银杉路店,零食店,2026-04-20,21,中青年,49,9
零食店-长沙银杉路店,零食店,2026-04-20,21,上班族,18,7
零食店-长沙银杉路店,零食店,2026-04-20,21,学生,0,4
零食店-长沙银杉路店,零食店,2026-04-20,22,家庭主妇,40,9
零食店-长沙银杉路店,零食店,2026-04-20,22,退休老人,1,2
零食店-长沙银杉路店,零食店,2026-04-20,22,中青年,37,6
零食店-长沙银杉路店,零食店,2026-04-20,22,上班族,19,3
零食店-长沙银杉路店,零食店,2026-04-20,22,学生,2,1
零食店-长沙银杉路店,零食店,2026-04-20,23,家庭主妇,0,0
零食店-长沙银杉路店,零食店,2026-04-20,23,退休老人,0,0
零食店-长沙银杉路店,零食店,2026-04-20,23,中青年,0,0
零食店-长沙银杉路店,零食店,2026-04-20,23,上班族,0,0
零食店-长沙银杉路店,零食店,2026-04-20,23,学生,0,0
零食店-长沙银杉路店,零食店,2026-04-21,0,家庭主妇,6,0
零食店-长沙银杉路店,零食店,2026-04-21,0,退休老人,0,0
零食店-长沙银杉路店,零食店,2026-04-21,0,中青年,9,0
零食店-长沙银杉路店,零食店,2026-04-21,0,上班族,3,0
零食店-长沙银杉路店,零食店,2026-04-21,0,学生,0,0
零食店-长沙银杉路店,零食店,2026-04-21,1,家庭主妇,3,0
零食店-长沙银杉路店,零食店,2026-04-21,1,退休老人,0,0
零食店-长沙银杉路店,零食店,2026-04-21,1,中青年,6,0
零食店-长沙银杉路店,零食店,2026-04-21,1,上班族,4,0
零食店-长沙银杉路店,零食店,2026-04-21,1,学生,0,0
零食店-长沙银杉路店,零食店,2026-04-21,2,家庭主妇,2,0
零食店-长沙银杉路店,零食店,2026-04-21,2,退休老人,2,0
零食店-长沙银杉路店,零食店,2026-04-21,2,中青年,2,0
零食店-长沙银杉路店,零食店,2026-04-21,2,上班族,0,0
零食店-长沙银杉路店,零食店,2026-04-21,2,学生,0,0
零食店-长沙银杉路店,零食店,2026-04-21,3,家庭主妇,2,0
零食店-长沙银杉路店,零食店,2026-04-21,3,退休老人,0,0
零食店-长沙银杉路店,零食店,2026-04-21,3,中青年,9,0
零食店-长沙银杉路店,零食店,2026-04-21,3,上班族,2,0
零食店-长沙银杉路店,零食店,2026-04-21,3,学生,2,0
零食店-长沙银杉路店,零食店,2026-04-21,4,家庭主妇,2,0
零食店-长沙银杉路店,零食店,2026-04-21,4,退休老人,0,0
零食店-长沙银杉路店,零食店,2026-04-21,4,中青年,1,0
零食店-长沙银杉路店,零食店,2026-04-21,4,上班族,1,0
零食店-长沙银杉路店,零食店,2026-04-21,4,学生,0,0
零食店-长沙银杉路店,零食店,2026-04-21,5,家庭主妇,3,0
零食店-长沙银杉路店,零食店,2026-04-21,5,退休老人,0,0
零食店-长沙银杉路店,零食店,2026-04-21,5,中青年,5,0
零食店-长沙银杉路店,零食店,2026-04-21,5,上班族,3,0
零食店-长沙银杉路店,零食店,2026-04-21,5,学生,0,0
零食店-长沙银杉路店,零食店,2026-04-21,6,家庭主妇,44,0
零食店-长沙银杉路店,零食店,2026-04-21,6,退休老人,0,0
零食店-长沙银杉路店,零食店,2026-04-21,6,中青年,33,0
零食店-长沙银杉路店,零食店,2026-04-21,6,上班族,7,0
零食店-长沙银杉路店,零食店,2026-04-21,6,学生,0,0
零食店-长沙银杉路店,零食店,2026-04-21,7,家庭主妇,12,1
零食店-长沙银杉路店,零食店,2026-04-21,7,退休老人,0,0
零食店-长沙银杉路店,零食店,2026-04-21,7,中青年,17,1
零食店-长沙银杉路店,零食店,2026-04-21,7,上班族,260,2
零食店-长沙银杉路店,零食店,2026-04-21,7,学生,0,0
零食店-长沙银杉路店,零食店,2026-04-21,8,家庭主妇,93,5
零食店-长沙银杉路店,零食店,2026-04-21,8,退休老人,0,1
零食店-长沙银杉路店,零食店,2026-04-21,8,中青年,97,5
零食店-长沙银杉路店,零食店,2026-04-21,8,上班族,171,13
零食店-长沙银杉路店,零食店,2026-04-21,8,学生,0,3
零食店-长沙银杉路店,零食店,2026-04-21,9,家庭主妇,83,8
零食店-长沙银杉路店,零食店,2026-04-21,9,退休老人,0,1
零食店-长沙银杉路店,零食店,2026-04-21,9,中青年,109,6
零食店-长沙银杉路店,零食店,2026-04-21,9,上班族,29,2
零食店-长沙银杉路店,零食店,2026-04-21,9,学生,0,2
零食店-长沙银杉路店,零食店,2026-04-21,10,家庭主妇,59,5
零食店-长沙银杉路店,零食店,2026-04-21,10,退休老人,0,0
零食店-长沙银杉路店,零食店,2026-04-21,10,中青年,84,3
零食店-长沙银杉路店,零食店,2026-04-21,10,上班族,31,3
零食店-长沙银杉路店,零食店,2026-04-21,10,学生,0,0
零食店-长沙银杉路店,零食店,2026-04-21,11,家庭主妇,42,6
零食店-长沙银杉路店,零食店,2026-04-21,11,退休老人,0,1
零食店-长沙银杉路店,零食店,2026-04-21,11,中青年,53,0
零食店-长沙银杉路店,零食店,2026-04-21,11,上班族,111,4
零食店-长沙银杉路店,零食店,2026-04-21,11,学生,0,5
零食店-长沙银杉路店,零食店,2026-04-21,12,家庭主妇,30,1
零食店-长沙银杉路店,零食店,2026-04-21,12,退休老人,0,2
零食店-长沙银杉路店,零食店,2026-04-21,12,中青年,23,2
零食店-长沙银杉路店,零食店,2026-04-21,12,上班族,167,9
零食店-长沙银杉路店,零食店,2026-04-21,12,学生,0,2
零食店-长沙银杉路店,零食店,2026-04-21,13,家庭主妇,107,3
零食店-长沙银杉路店,零食店,2026-04-21,13,退休老人,0,2
零食店-长沙银杉路店,零食店,2026-04-21,13,中青年,105,3
零食店-长沙银杉路店,零食店,2026-04-21,13,上班族,47,2
零食店-长沙银杉路店,零食店,2026-04-21,13,学生,0,1
零食店-长沙银杉路店,零食店,2026-04-21,14,家庭主妇,65,8
零食店-长沙银杉路店,零食店,2026-04-21,14,退休老人,0,0
零食店-长沙银杉路店,零食店,2026-04-21,14,中青年,77,2
零食店-长沙银杉路店,零食店,2026-04-21,14,上班族,36,4
零食店-长沙银杉路店,零食店,2026-04-21,14,学生,0,1
零食店-长沙银杉路店,零食店,2026-04-21,15,家庭主妇,89,8
零食店-长沙银杉路店,零食店,2026-04-21,15,退休老人,0,4
零食店-长沙银杉路店,零食店,2026-04-21,15,中青年,91,3
零食店-长沙银杉路店,零食店,2026-04-21,15,上班族,52,3
零食店-长沙银杉路店,零食店,2026-04-21,15,学生,0,2
零食店-长沙银杉路店,零食店,2026-04-21,16,家庭主妇,145,11
零食店-长沙银杉路店,零食店,2026-04-21,16,退休老人,9,2
零食店-长沙银杉路店,零食店,2026-04-21,16,中青年,110,7
零食店-长沙银杉路店,零食店,2026-04-21,16,上班族,87,5
零食店-长沙银杉路店,零食店,2026-04-21,16,学生,2,8
零食店-长沙银杉路店,零食店,2026-04-21,17,家庭主妇,98,17
零食店-长沙银杉路店,零食店,2026-04-21,17,退休老人,0,7
零食店-长沙银杉路店,零食店,2026-04-21,17,中青年,110,10
零食店-长沙银杉路店,零食店,2026-04-21,17,上班族,263,20
零食店-长沙银杉路店,零食店,2026-04-21,17,学生,0,10
零食店-长沙银杉路店,零食店,2026-04-21,18,家庭主妇,56,8
零食店-长沙银杉路店,零食店,2026-04-21,18,退休老人,2,2
零食店-长沙银杉路店,零食店,2026-04-21,18,中青年,35,7
零食店-长沙银杉路店,零食店,2026-04-21,18,上班族,359,32
零食店-长沙银杉路店,零食店,2026-04-21,18,学生,0,8
零食店-长沙银杉路店,零食店,2026-04-21,19,家庭主妇,99,16
零食店-长沙银杉路店,零食店,2026-04-21,19,退休老人,1,1
零食店-长沙银杉路店,零食店,2026-04-21,19,中青年,70,12
零食店-长沙银杉路店,零食店,2026-04-21,19,上班族,43,8
零食店-长沙银杉路店,零食店,2026-04-21,19,学生,0,4
零食店-长沙银杉路店,零食店,2026-04-21,20,家庭主妇,69,10
零食店-长沙银杉路店,零食店,2026-04-21,20,退休老人,0,2
零食店-长沙银杉路店,零食店,2026-04-21,20,中青年,59,16
零食店-长沙银杉路店,零食店,2026-04-21,20,上班族,27,7
零食店-长沙银杉路店,零食店,2026-04-21,20,学生,0,4
零食店-长沙银杉路店,零食店,2026-04-21,21,家庭主妇,63,9
零食店-长沙银杉路店,零食店,2026-04-21,21,退休老人,0,2
零食店-长沙银杉路店,零食店,2026-04-21,21,中青年,48,13
零食店-长沙银杉路店,零食店,2026-04-21,21,上班族,33,7
零食店-长沙银杉路店,零食店,2026-04-21,21,学生,0,7
零食店-长沙银杉路店,零食店,2026-04-21,22,家庭主妇,40,8
零食店-长沙银杉路店,零食店,2026-04-21,22,退休老人,0,2
零食店-长沙银杉路店,零食店,2026-04-21,22,中青年,46,12
零食店-长沙银杉路店,零食店,2026-04-21,22,上班族,20,5
零食店-长沙银杉路店,零食店,2026-04-21,22,学生,0,3
零食店-长沙银杉路店,零食店,2026-04-21,23,家庭主妇,0,0
零食店-长沙银杉路店,零食店,2026-04-21,23,退休老人,0,0
零食店-长沙银杉路店,零食店,2026-04-21,23,中青年,0,0
零食店-长沙银杉路店,零食店,2026-04-21,23,上班族,0,0
零食店-长沙银杉路店,零食店,2026-04-21,23,学生,0,0
零食店-长沙银杉路店,零食店,2026-04-22,0,家庭主妇,9,0
零食店-长沙银杉路店,零食店,2026-04-22,0,退休老人,0,0
零食店-长沙银杉路店,零食店,2026-04-22,0,中青年,11,0
零食店-长沙银杉路店,零食店,2026-04-22,0,上班族,3,0
零食店-长沙银杉路店,零食店,2026-04-22,0,学生,0,0
零食店-长沙银杉路店,零食店,2026-04-22,1,家庭主妇,1,0
零食店-长沙银杉路店,零食店,2026-04-22,1,退休老人,0,0
零食店-长沙银杉路店,零食店,2026-04-22,1,中青年,8,0
零食店-长沙银杉路店,零食店,2026-04-22,1,上班族,3,0
零食店-长沙银杉路店,零食店,2026-04-22,1,学生,0,0
零食店-长沙银杉路店,零食店,2026-04-22,2,家庭主妇,0,0
零食店-长沙银杉路店,零食店,2026-04-22,2,退休老人,0,0
零食店-长沙银杉路店,零食店,2026-04-22,2,中青年,3,0
零食店-长沙银杉路店,零食店,2026-04-22,2,上班族,3,0
零食店-长沙银杉路店,零食店,2026-04-22,2,学生,0,0
零食店-长沙银杉路店,零食店,2026-04-22,3,家庭主妇,0,0
零食店-长沙银杉路店,零食店,2026-04-22,3,退休老人,0,0
零食店-长沙银杉路店,零食店,2026-04-22,3,中青年,7,0
零食店-长沙银杉路店,零食店,2026-04-22,3,上班族,1,0
零食店-长沙银杉路店,零食店,2026-04-22,3,学生,0,0
零食店-长沙银杉路店,零食店,2026-04-22,4,家庭主妇,1,0
零食店-长沙银杉路店,零食店,2026-04-22,4,退休老人,0,0
零食店-长沙银杉路店,零食店,2026-04-22,4,中青年,1,0
零食店-长沙银杉路店,零食店,2026-04-22,4,上班族,1,0
零食店-长沙银杉路店,零食店,2026-04-22,4,学生,1,0
零食店-长沙银杉路店,零食店,2026-04-22,5,家庭主妇,4,0
零食店-长沙银杉路店,零食店,2026-04-22,5,退休老人,0,0
零食店-长沙银杉路店,零食店,2026-04-22,5,中青年,2,0
零食店-长沙银杉路店,零食店,2026-04-22,5,上班族,0,0
零食店-长沙银杉路店,零食店,2026-04-22,5,学生,0,0
零食店-长沙银杉路店,零食店,2026-04-22,6,家庭主妇,17,0
零食店-长沙银杉路店,零食店,2026-04-22,6,退休老人,0,0
零食店-长沙银杉路店,零食店,2026-04-22,6,中青年,27,0
零食店-长沙银杉路店,零食店,2026-04-22,6,上班族,7,0
零食店-长沙银杉路店,零食店,2026-04-22,6,学生,0,0
零食店-长沙银杉路店,零食店,2026-04-22,7,家庭主妇,16,0
零食店-长沙银杉路店,零食店,2026-04-22,7,退休老人,0,0
零食店-长沙银杉路店,零食店,2026-04-22,7,中青年,24,0
零食店-长沙银杉路店,零食店,2026-04-22,7,上班族,182,1
零食店-长沙银杉路店,零食店,2026-04-22,7,学生,0,1
零食店-长沙银杉路店,零食店,2026-04-22,8,家庭主妇,166,2
零食店-长沙银杉路店,零食店,2026-04-22,8,退休老人,0,0
零食店-长沙银杉路店,零食店,2026-04-22,8,中青年,98,7
零食店-长沙银杉路店,零食店,2026-04-22,8,上班族,261,8
零食店-长沙银杉路店,零食店,2026-04-22,8,学生,0,2
零食店-长沙银杉路店,零食店,2026-04-22,9,家庭主妇,120,9
零食店-长沙银杉路店,零食店,2026-04-22,9,退休老人,2,1
零食店-长沙银杉路店,零食店,2026-04-22,9,中青年,130,5
零食店-长沙银杉路店,零食店,2026-04-22,9,上班族,45,2
零食店-长沙银杉路店,零食店,2026-04-22,9,学生,0,1
零食店-长沙银杉路店,零食店,2026-04-22,10,家庭主妇,108,10
零食店-长沙银杉路店,零食店,2026-04-22,10,退休老人,0,2
零食店-长沙银杉路店,零食店,2026-04-22,10,中青年,96,6
零食店-长沙银杉路店,零食店,2026-04-22,10,上班族,54,4
零食店-长沙银杉路店,零食店,2026-04-22,10,学生,0,3
零食店-长沙银杉路店,零食店,2026-04-22,11,家庭主妇,78,2
零食店-长沙银杉路店,零食店,2026-04-22,11,退休老人,2,0
零食店-长沙银杉路店,零食店,2026-04-22,11,中青年,89,3
零食店-长沙银杉路店,零食店,2026-04-22,11,上班族,179,3
零食店-长沙银杉路店,零食店,2026-04-22,11,学生,0,2
零食店-长沙银杉路店,零食店,2026-04-22,12,家庭主妇,41,4
零食店-长沙银杉路店,零食店,2026-04-22,12,退休老人,0,1
零食店-长沙银杉路店,零食店,2026-04-22,12,中青年,63,2
零食店-长沙银杉路店,零食店,2026-04-22,12,上班族,293,11
零食店-长沙银杉路店,零食店,2026-04-22,12,学生,0,1
零食店-长沙银杉路店,零食店,2026-04-22,13,家庭主妇,156,10
零食店-长沙银杉路店,零食店,2026-04-22,13,退休老人,0,2
零食店-长沙银杉路店,零食店,2026-04-22,13,中青年,165,10
零食店-长沙银杉路店,零食店,2026-04-22,13,上班族,77,6
零食店-长沙银杉路店,零食店,2026-04-22,13,学生,0,1
零食店-长沙银杉路店,零食店,2026-04-22,14,家庭主妇,134,9
零食店-长沙银杉路店,零食店,2026-04-22,14,退休老人,5,2
零食店-长沙银杉路店,零食店,2026-04-22,14,中青年,149,8
零食店-长沙银杉路店,零食店,2026-04-22,14,上班族,105,6
零食店-长沙银杉路店,零食店,2026-04-22,14,学生,1,4
零食店-长沙银杉路店,零食店,2026-04-22,15,家庭主妇,148,3
零食店-长沙银杉路店,零食店,2026-04-22,15,退休老人,4,0
零食店-长沙银杉路店,零食店,2026-04-22,15,中青年,170,1
零食店-长沙银杉路店,零食店,2026-04-22,15,上班族,71,1
零食店-长沙银杉路店,零食店,2026-04-22,15,学生,1,1
零食店-长沙银杉路店,零食店,2026-04-22,16,家庭主妇,185,0
零食店-长沙银杉路店,零食店,2026-04-22,16,退休老人,0,0
零食店-长沙银杉路店,零食店,2026-04-22,16,中青年,187,0
零食店-长沙银杉路店,零食店,2026-04-22,16,上班族,117,0
零食店-长沙银杉路店,零食店,2026-04-22,16,学生,0,0
零食店-长沙银杉路店,零食店,2026-04-22,17,家庭主妇,155,10
零食店-长沙银杉路店,零食店,2026-04-22,17,退休老人,0,2
零食店-长沙银杉路店,零食店,2026-04-22,17,中青年,152,7
零食店-长沙银杉路店,零食店,2026-04-22,17,上班族,368,20
零食店-长沙银杉路店,零食店,2026-04-22,17,学生,0,11
零食店-长沙银杉路店,零食店,2026-04-22,18,家庭主妇,152,11
零食店-长沙银杉路店,零食店,2026-04-22,18,退休老人,0,7
零食店-长沙银杉路店,零食店,2026-04-22,18,中青年,82,9
零食店-长沙银杉路店,零食店,2026-04-22,18,上班族,981,36
零食店-长沙银杉路店,零食店,2026-04-22,18,学生,0,12
零食店-长沙银杉路店,零食店,2026-04-22,19,家庭主妇,522,25
零食店-长沙银杉路店,零食店,2026-04-22,19,退休老人,9,3
零食店-长沙银杉路店,零食店,2026-04-22,19,中青年,306,16
零食店-长沙银杉路店,零食店,2026-04-22,19,上班族,248,15
零食店-长沙银杉路店,零食店,2026-04-22,19,学生,0,18
零食店-长沙银杉路店,零食店,2026-04-22,20,家庭主妇,309,17
零食店-长沙银杉路店,零食店,2026-04-22,20,退休老人,8,4
零食店-长沙银杉路店,零食店,2026-04-22,20,中青年,232,18
零食店-长沙银杉路店,零食店,2026-04-22,20,上班族,152,14
零食店-长沙银杉路店,零食店,2026-04-22,20,学生,0,18
零食店-长沙银杉路店,零食店,2026-04-22,21,家庭主妇,200,17
零食店-长沙银杉路店,零食店,2026-04-22,21,退休老人,4,4
零食店-长沙银杉路店,零食店,2026-04-22,21,中青年,165,15
零食店-长沙银杉路店,零食店,2026-04-22,21,上班族,86,5
零食店-长沙银杉路店,零食店,2026-04-22,21,学生,0,7
零食店-长沙银杉路店,零食店,2026-04-22,22,家庭主妇,113,10
零食店-长沙银杉路店,零食店,2026-04-22,22,退休老人,0,0
零食店-长沙银杉路店,零食店,2026-04-22,22,中青年,78,10
零食店-长沙银杉路店,零食店,2026-04-22,22,上班族,73,5
零食店-长沙银杉路店,零食店,2026-04-22,22,学生,0,2
零食店-长沙银杉路店,零食店,2026-04-22,23,家庭主妇,0,0
零食店-长沙银杉路店,零食店,2026-04-22,23,退休老人,0,0
零食店-长沙银杉路店,零食店,2026-04-22,23,中青年,0,0
零食店-长沙银杉路店,零食店,2026-04-22,23,上班族,0,0
零食店-长沙银杉路店,零食店,2026-04-22,23,学生,0,0
零食店-长沙银杉路店,零食店,2026-04-23,0,家庭主妇,29,0
零食店-长沙银杉路店,零食店,2026-04-23,0,退休老人,0,0
零食店-长沙银杉路店,零食店,2026-04-23,0,中青年,28,0
零食店-长沙银杉路店,零食店,2026-04-23,0,上班族,3,0
零食店-长沙银杉路店,零食店,2026-04-23,0,学生,0,0
零食店-长沙银杉路店,零食店,2026-04-23,1,家庭主妇,4,0
零食店-长沙银杉路店,零食店,2026-04-23,1,退休老人,0,0
零食店-长沙银杉路店,零食店,2026-04-23,1,中青年,4,0
零食店-长沙银杉路店,零食店,2026-04-23,1,上班族,5,0
零食店-长沙银杉路店,零食店,2026-04-23,1,学生,0,0
零食店-长沙银杉路店,零食店,2026-04-23,2,家庭主妇,4,0
零食店-长沙银杉路店,零食店,2026-04-23,2,退休老人,0,0
零食店-长沙银杉路店,零食店,2026-04-23,2,中青年,15,0
零食店-长沙银杉路店,零食店,2026-04-23,2,上班族,6,0
零食店-长沙银杉路店,零食店,2026-04-23,2,学生,0,0
零食店-长沙银杉路店,零食店,2026-04-23,3,家庭主妇,5,0
零食店-长沙银杉路店,零食店,2026-04-23,3,退休老人,0,0
零食店-长沙银杉路店,零食店,2026-04-23,3,中青年,8,0
零食店-长沙银杉路店,零食店,2026-04-23,3,上班族,0,0
零食店-长沙银杉路店,零食店,2026-04-23,3,学生,0,0
零食店-长沙银杉路店,零食店,2026-04-23,4,家庭主妇,2,0
零食店-长沙银杉路店,零食店,2026-04-23,4,退休老人,1,0
零食店-长沙银杉路店,零食店,2026-04-23,4,中青年,2,0
零食店-长沙银杉路店,零食店,2026-04-23,4,上班族,3,0
零食店-长沙银杉路店,零食店,2026-04-23,4,学生,0,0
零食店-长沙银杉路店,零食店,2026-04-23,5,家庭主妇,2,0
零食店-长沙银杉路店,零食店,2026-04-23,5,退休老人,0,0
零食店-长沙银杉路店,零食店,2026-04-23,5,中青年,6,0
零食店-长沙银杉路店,零食店,2026-04-23,5,上班族,2,0
零食店-长沙银杉路店,零食店,2026-04-23,5,学生,0,0
零食店-长沙银杉路店,零食店,2026-04-23,6,家庭主妇,35,0
零食店-长沙银杉路店,零食店,2026-04-23,6,退休老人,0,0
零食店-长沙银杉路店,零食店,2026-04-23,6,中青年,36,0
零食店-长沙银杉路店,零食店,2026-04-23,6,上班族,6,0
零食店-长沙银杉路店,零食店,2026-04-23,6,学生,0,0
零食店-长沙银杉路店,零食店,2026-04-23,7,家庭主妇,24,1
零食店-长沙银杉路店,零食店,2026-04-23,7,退休老人,0,0
零食店-长沙银杉路店,零食店,2026-04-23,7,中青年,35,1
零食店-长沙银杉路店,零食店,2026-04-23,7,上班族,363,6
零食店-长沙银杉路店,零食店,2026-04-23,7,学生,0,2
零食店-长沙银杉路店,零食店,2026-04-23,8,家庭主妇,217,6
零食店-长沙银杉路店,零食店,2026-04-23,8,退休老人,0,2
零食店-长沙银杉路店,零食店,2026-04-23,8,中青年,223,4
零食店-长沙银杉路店,零食店,2026-04-23,8,上班族,448,18
零食店-长沙银杉路店,零食店,2026-04-23,8,学生,0,3
零食店-长沙银杉路店,零食店,2026-04-23,9,家庭主妇,198,14
零食店-长沙银杉路店,零食店,2026-04-23,9,退休老人,0,2
零食店-长沙银杉路店,零食店,2026-04-23,9,中青年,274,9
零食店-长沙银杉路店,零食店,2026-04-23,9,上班族,125,8
零食店-长沙银杉路店,零食店,2026-04-23,9,学生,0,1
零食店-长沙银杉路店,零食店,2026-04-23,10,家庭主妇,150,7
零食店-长沙银杉路店,零食店,2026-04-23,10,退休老人,0,2
零食店-长沙银杉路店,零食店,2026-04-23,10,中青年,215,5
零食店-长沙银杉路店,零食店,2026-04-23,10,上班族,110,4
零食店-长沙银杉路店,零食店,2026-04-23,10,学生,0,1
零食店-长沙银杉路店,零食店,2026-04-23,11,家庭主妇,90,8
